GPU,Model,Precision,Layer_Name,M,N,K,Time_ms,TFLOPS/TOPS,GB/s
H800,Llama-3-8B,int4_float16_float16,Q-proj,1,4096,4096,0.00714,4.702,1177.846
H800,Llama-3-8B,int4_float16_float16,Q-proj,16,4096,4096,0.02231,24.064,387.745
H800,Llama-3-8B,int4_float16_float16,Q-proj,32,4096,4096,0.02234,48.072,399.037
H800,Llama-3-8B,int4_float16_float16,Q-proj,64,4096,4096,0.02757,77.898,342.324
H800,Llama-3-8B,int4_float16_float16,Q-proj,128,4096,4096,0.03808,112.779,275.339
H800,Llama-3-8B,int4_float16_float16,Q-proj,256,4096,4096,0.0633,135.697,198.775
H800,Llama-3-8B,int4_float16_float16,Q-proj,512,4096,4096,0.09557,179.766,175.553
H800,Llama-3-8B,int4_float16_float16,Q-proj,1024,4096,4096,0.13118,261.92,191.836
H800,Llama-3-8B,int4_float16_float16,Q-proj,2048,4096,4096,0.293,234.539,143.151
H800,Llama-3-8B,int4_float16_float16,Q-proj,4096,4096,4096,0.574,239.442,131.529
H800,Llama-3-8B,int4_float16_float16,Q-proj,8192,4096,4096,1.13681,241.797,125.444
H800,Llama-3-8B,int4_float16_float16,KV-proj,1,4096,1024,0.00402,2.089,524.749
H800,Llama-3-8B,int4_float16_float16,KV-proj,16,4096,1024,0.00851,15.78,265.827
H800,Llama-3-8B,int4_float16_float16,KV-proj,32,4096,1024,0.00848,31.667,286.058
H800,Llama-3-8B,int4_float16_float16,KV-proj,64,4096,1024,0.00957,56.093,287.586
H800,Llama-3-8B,int4_float16_float16,KV-proj,128,4096,1024,0.01259,85.272,270.64
H800,Llama-3-8B,int4_float16_float16,KV-proj,256,4096,1024,0.01914,112.223,246.583
H800,Llama-3-8B,int4_float16_float16,KV-proj,512,4096,1024,0.03159,135.958,232.351
H800,Llama-3-8B,int4_float16_float16,KV-proj,1024,4096,1024,0.04749,180.862,264.935
H800,Llama-3-8B,int4_float16_float16,KV-proj,2048,4096,1024,0.09044,189.962,255.076
H800,Llama-3-8B,int4_float16_float16,KV-proj,4096,4096,1024,0.18211,188.68,241.839
H800,Llama-3-8B,int4_float16_float16,KV-proj,8192,4096,1024,0.34058,201.774,252.464
H800,Llama-3-8B,int4_float16_float16,FFN Up-proj,1,14336,4096,0.0161,7.293,1825.628
H800,Llama-3-8B,int4_float16_float16,FFN Up-proj,16,14336,4096,0.02935,64.021,1020.431
H800,Llama-3-8B,int4_float16_float16,FFN Up-proj,32,14336,4096,0.04176,89.986,731.26
H800,Llama-3-8B,int4_float16_float16,FFN Up-proj,64,14336,4096,0.06287,119.544,504.495
H800,Llama-3-8B,int4_float16_float16,FFN Up-proj,128,14336,4096,0.1087,138.295,313.519
H800,Llama-3-8B,int4_float16_float16,FFN Up-proj,256,14336,4096,0.14712,204.36,263.718
H800,Llama-3-8B,int4_float16_float16,FFN Up-proj,512,14336,4096,0.28028,214.538,172.097
H800,Llama-3-8B,int4_float16_float16,FFN Up-proj,1024,14336,4096,0.53818,223.457,124.697
H800,Llama-3-8B,int4_float16_float16,FFN Up-proj,2048,14336,4096,0.98586,243.969,106.362
H800,Llama-3-8B,int4_float16_float16,FFN Up-proj,4096,14336,4096,1.97966,242.99,91.104
H800,Llama-3-8B,int4_float16_float16,FFN Up-proj,8192,14336,4096,3.9717,242.232,83.428
H800,Llama-3-8B,int4_float16_float16,FFN Down-proj,1,4096,14336,0.01691,6.946,1738.562
H800,Llama-3-8B,int4_float16_float16,FFN Down-proj,16,4096,14336,0.06852,27.425,437.129
H800,Llama-3-8B,int4_float16_float16,FFN Down-proj,32,4096,14336,0.068,55.269,449.136
H800,Llama-3-8B,int4_float16_float16,FFN Down-proj,64,4096,14336,0.10937,68.723,290.021
H800,Llama-3-8B,int4_float16_float16,FFN Down-proj,128,4096,14336,0.15598,96.371,218.476
H800,Llama-3-8B,int4_float16_float16,FFN Down-proj,256,4096,14336,0.22082,136.151,175.697
H800,Llama-3-8B,int4_float16_float16,FFN Down-proj,512,4096,14336,0.36899,162.959,130.722
H800,Llama-3-8B,int4_float16_float16,FFN Down-proj,1024,4096,14336,0.48719,246.842,137.747
H800,Llama-3-8B,int4_float16_float16,FFN Down-proj,2048,4096,14336,0.99358,242.073,105.535
H800,Llama-3-8B,int4_float16_float16,FFN Down-proj,4096,4096,14336,1.94254,247.633,92.845
H800,Llama-3-8B,int4_float16_float16,FFN Down-proj,8192,4096,14336,3.88946,247.354,85.192
