Operator,GPU,Model,Precision,Layer_Name,M,N,K,Time_ms,TFLOPS/TOPS,GB/s
bitblas,A800,Llama-3-70B,int8_int8_int32,Q-proj,1,8192,8192,0.04178,3.213,1607.259
bitblas,A800,Llama-3-70B,int8_int8_int32,Q-proj,16,8192,8192,0.04577,46.916,1480.451
bitblas,A800,Llama-3-70B,int8_int8_int32,Q-proj,32,8192,8192,0.04813,89.241,1421.62
bitblas,A800,Llama-3-70B,int8_int8_int32,Q-proj,64,8192,8192,0.06646,129.255,1049.247
bitblas,A800,Llama-3-70B,int8_int8_int32,Q-proj,128,8192,8192,0.09554,179.82,757.299
bitblas,A800,Llama-3-70B,int8_int8_int32,Q-proj,256,8192,8192,0.12861,267.153,603.312
bitblas,A800,Llama-3-70B,int8_int8_int32,Q-proj,512,8192,8192,0.24259,283.279,363.09
bitblas,A800,Llama-3-70B,int8_int8_int32,Q-proj,1024,8192,8192,0.40765,337.146,267.511
bitblas,A800,Llama-3-70B,int8_int8_int32,Q-proj,2048,8192,8192,0.70113,392.048,215.359
bitblas,A800,Llama-3-70B,int8_int8_int32,Q-proj,4096,8192,8192,1.38312,397.476,169.82
bitblas,A800,Llama-3-70B,int8_int8_int32,Q-proj,8192,8192,8192,2.62963,418.124,153.122
bitblas,A800,Llama-3-70B,int8_int8_int32,FFN Up-proj,1,28672,8192,0.13804,3.403,1702.493
bitblas,A800,Llama-3-70B,int8_int8_int32,FFN Up-proj,16,28672,8192,0.14531,51.727,1629.994
bitblas,A800,Llama-3-70B,int8_int8_int32,FFN Up-proj,32,28672,8192,0.14848,101.242,1608.387
bitblas,A800,Llama-3-70B,int8_int8_int32,FFN Up-proj,64,28672,8192,0.16486,182.361,1472.398
bitblas,A800,Llama-3-70B,int8_int8_int32,FFN Up-proj,128,28672,8192,0.205,293.308,1222.458
bitblas,A800,Llama-3-70B,int8_int8_int32,FFN Up-proj,256,28672,8192,0.3457,347.869,770.427
bitblas,A800,Llama-3-70B,int8_int8_int32,FFN Up-proj,512,28672,8192,0.6698,359.09,444.605
bitblas,A800,Llama-3-70B,int8_int8_int32,FFN Up-proj,1024,28672,8192,1.20207,400.172,300.073
bitblas,A800,Llama-3-70B,int8_int8_int32,FFN Up-proj,2048,28672,8192,2.2656,424.644,214.751
bitblas,A800,Llama-3-70B,int8_int8_int32,FFN Up-proj,4096,28672,8192,4.5098,426.659,163.687
bitblas,A800,Llama-3-70B,int8_int8_int32,FFN Up-proj,8192,28672,8192,8.88259,433.24,139.769
bitblas,A800,Llama-3-70B,int8_int8_int32,FFN Down-proj,1,8192,28672,0.13599,3.454,1727.682
bitblas,A800,Llama-3-70B,int8_int8_int32,FFN Down-proj,16,8192,28672,0.15821,47.508,1490.848
bitblas,A800,Llama-3-70B,int8_int8_int32,FFN Down-proj,32,8192,28672,0.17132,87.747,1382.522
bitblas,A800,Llama-3-70B,int8_int8_int32,FFN Down-proj,64,8192,28672,0.21524,139.677,1109.496
bitblas,A800,Llama-3-70B,int8_int8_int32,FFN Down-proj,128,8192,28672,0.30996,193.988,783.139
bitblas,A800,Llama-3-70B,int8_int8_int32,FFN Down-proj,256,8192,28672,0.42588,282.377,588.449
bitblas,A800,Llama-3-70B,int8_int8_int32,FFN Down-proj,512,8192,28672,0.86641,277.604,307.406
bitblas,A800,Llama-3-70B,int8_int8_int32,FFN Down-proj,1024,8192,28672,1.35895,353.976,219.136
bitblas,A800,Llama-3-70B,int8_int8_int32,FFN Down-proj,2048,8192,28672,2.26591,424.586,159.19
bitblas,A800,Llama-3-70B,int8_int8_int32,FFN Down-proj,4096,8192,28672,4.55168,422.733,106.892
bitblas,A800,Llama-3-70B,int8_int8_int32,FFN Down-proj,8192,8192,28672,8.66611,444.062,85.182
