GPU,Model,Precision,Layer_Name,M,N,K,Time_ms,TFLOPS/TOPS,GB/s
A800,Llama-3-70B,int4_float16_float16,Q-proj,1,8192,8192,0.02939,4.567,1142.857
A800,Llama-3-70B,int4_float16_float16,Q-proj,16,8192,8192,0.08509,25.237,400.482
A800,Llama-3-70B,int4_float16_float16,Q-proj,32,8192,8192,0.14326,29.981,241.544
A800,Llama-3-70B,int4_float16_float16,Q-proj,64,8192,8192,0.15462,55.554,230.57
A800,Llama-3-70B,int4_float16_float16,Q-proj,128,8192,8192,0.2433,70.611,155.152
A800,Llama-3-70B,int4_float16_float16,Q-proj,256,8192,8192,0.52593,65.332,79.751
A800,Llama-3-70B,int4_float16_float16,Q-proj,512,8192,8192,0.85535,80.341,58.844
A800,Llama-3-70B,int4_float16_float16,Q-proj,1024,8192,8192,1.6086,85.44,41.719
A800,Llama-3-70B,int4_float16_float16,Q-proj,2048,8192,8192,2.96397,92.74,33.962
A800,Llama-3-70B,int4_float16_float16,Q-proj,4096,8192,8192,5.22414,105.234,32.115
A800,Llama-3-70B,int4_float16_float16,Q-proj,8192,8192,8192,10.30707,106.675,29.299
A800,Llama-3-70B,int4_float16_float16,KV-proj,1,8192,1024,0.00758,2.214,555.946
A800,Llama-3-70B,int4_float16_float16,KV-proj,16,8192,1024,0.01556,17.246,288.423
A800,Llama-3-70B,int4_float16_float16,KV-proj,32,8192,1024,0.0299,17.955,160.0
A800,Llama-3-70B,int4_float16_float16,KV-proj,64,8192,1024,0.03205,33.501,167.668
A800,Llama-3-70B,int4_float16_float16,KV-proj,128,8192,1024,0.05704,37.651,114.901
A800,Llama-3-70B,int4_float16_float16,KV-proj,256,8192,1024,0.09605,44.715,92.793
A800,Llama-3-70B,int4_float16_float16,KV-proj,512,8192,1024,0.15964,53.808,85.388
A800,Llama-3-70B,int4_float16_float16,KV-proj,1024,8192,1024,0.26532,64.752,86.947
A800,Llama-3-70B,int4_float16_float16,KV-proj,2048,8192,1024,0.47944,71.667,87.484
A800,Llama-3-70B,int4_float16_float16,KV-proj,4096,8192,1024,0.73615,93.349,108.254
A800,Llama-3-70B,int4_float16_float16,KV-proj,8192,8192,1024,1.33202,103.181,116.507
A800,Llama-3-70B,int4_float16_float16,FFN Up-proj,1,28672,8192,0.08827,5.322,1331.324
A800,Llama-3-70B,int4_float16_float16,FFN Up-proj,16,28672,8192,0.29348,25.611,404.187
A800,Llama-3-70B,int4_float16_float16,FFN Up-proj,32,28672,8192,0.50514,29.759,237.162
A800,Llama-3-70B,int4_float16_float16,FFN Up-proj,64,28672,8192,0.37468,80.241,326.035
A800,Llama-3-70B,int4_float16_float16,FFN Up-proj,128,28672,8192,0.73206,82.138,173.317
A800,Llama-3-70B,int4_float16_float16,FFN Up-proj,256,28672,8192,1.2927,93.03,105.45
A800,Llama-3-70B,int4_float16_float16,FFN Up-proj,512,28672,8192,2.53727,94.794,61.164
A800,Llama-3-70B,int4_float16_float16,FFN Up-proj,1024,28672,8192,4.83092,99.574,39.938
A800,Llama-3-70B,int4_float16_float16,FFN Up-proj,2048,28672,8192,9.32598,103.161,28.784
A800,Llama-3-70B,int4_float16_float16,FFN Up-proj,4096,28672,8192,18.63916,103.231,22.503
A800,Llama-3-70B,int4_float16_float16,FFN Up-proj,8192,28672,8192,33.83706,113.73,21.32
A800,Llama-3-70B,int4_float16_float16,FFN Down-proj,1,8192,28672,0.08684,5.41,1353.303
A800,Llama-3-70B,int4_float16_float16,FFN Down-proj,16,8192,28672,0.23491,31.997,504.969
A800,Llama-3-70B,int4_float16_float16,FFN Down-proj,32,8192,28672,0.29645,50.708,404.118
A800,Llama-3-70B,int4_float16_float16,FFN Down-proj,64,8192,28672,0.38195,78.714,319.829
A800,Llama-3-70B,int4_float16_float16,FFN Down-proj,128,8192,28672,0.69304,86.762,183.073
A800,Llama-3-70B,int4_float16_float16,FFN Down-proj,256,8192,28672,1.36919,87.832,99.559
A800,Llama-3-70B,int4_float16_float16,FFN Down-proj,512,8192,28672,2.64602,90.898,58.65
A800,Llama-3-70B,int4_float16_float16,FFN Down-proj,1024,8192,28672,5.12625,93.838,37.637
A800,Llama-3-70B,int4_float16_float16,FFN Down-proj,2048,8192,28672,9.93587,96.828,27.017
A800,Llama-3-70B,int4_float16_float16,FFN Down-proj,4096,8192,28672,17.16869,112.073,24.43
A800,Llama-3-70B,int4_float16_float16,FFN Down-proj,8192,8192,28672,31.70161,121.391,22.757
